1000 10000
134 575 4310
465 980 0
89 130 52330
223 761 80810
325 964 82830
46 957 79560
900 915 40470
411 488 91960
275 550 43820
621 825 93020
224 683 85690
342 531 41110
317 678 12220
7 707 8130
385 586 11710
3 378 41380
644 958 3910
317 449 7470
20 926 25180
401 574 62870
305 655 50490
410 806 27130
600 822 71590
25 861 21010
740 825 35480
39 403 35790
349 377 51310
425 831 38340
66 664 0
116 503 80960
178 743 22010
18 322 41860
474 815 82710
275 859 82020
455 747 61660
531 846 760
59 623 32830
441 506 4430
647 736 0
